"sec","10","sin(1Hz,0.7071Vrms)","cos(1Hz,0.7071Vrms)","sin(50Hz,0.7071Vrms)","cos(500Hz,1Vrms)","271Hz+50Hz+1Hz","271Hz+500Hz+10V"
0.293 , 10 , 0.963724 , -0.266902 , -0.809017 , -1 , -0.503487 , 9.57243
0.294 , 10 , 0.962028 , -0.272952 , -0.951057 , 1 , -2.11214 , 10.1119
0.295 , 10 , 0.960294 , -0.278991 , -1 , -1 , -1.61773 , 8.66126
0.296 , 10 , 0.958522 , -0.285019 , -0.951057 , 1 , -0.258808 , 11.9773
0.297 , 10 , 0.956712 , -0.291036 , -0.809017 , -1 , -1.01846 , 9.08159
0.298 , 10 , 0.954865 , -0.297042 , -0.587785 , 1 , -1.88356 , 10.0013
0.299 , 10 , 0.952979 , -0.303035 , -0.309017 , -1 , -0.430847 , 9.18121
0.3 , 10 , 0.951057 , -0.309017 , -1.07792e-14 , 1 , 0.64204 , 11.9511
0.301 , 10 , 0.949096 , -0.314987 , 0.309017 , -1 , -0.437426 , 8.56854
0.302 , 10 , 0.947098 , -0.320944 , 0.587785 , 1 , -0.570686 , 10.1625
0.303 , 10 , 0.945063 , -0.326888 , 0.809017 , -1 , 1.13396 , 9.65183
0.304 , 10 , 0.942991 , -0.33282 , 0.951057 , 1 , 1.28425 , 11.666
0.305 , 10 , 0.940881 , -0.338738 , 1 , -1 , -0.165818 , 8.17292
0.306 , 10 , 0.938734 , -0.344643 , 0.951057 , 1 , 0.15803 , 10.5516
0.307 , 10 , 0.93655 , -0.350534 , 0.809017 , -1 , 1.40355 , 9.94506
0.308 , 10 , 0.934329 , -0.356412 , 0.587785 , 1 , 0.431083 , 11.1997
0.309 , 10 , 0.932071 , -0.362275 , 0.309017 , -1 , -1.05087 , 8.00239
0.31 , 10 , 0.929776 , -0.368125 , 7.34899e-15 , 1 , -0.305334 , 11.0628
0.311 , 10 , 0.927445 , -0.373959 , -0.309017 , -1 , 0.298114 , 9.98109
0.312 , 10 , 0.925077 , -0.379779 , -0.587785 , 1 , -1.28851 , 10.6791
0.313 , 10 , 0.922673 , -0.385584 , -0.809017 , -1 , -2.09124 , 8.10336
0.314 , 10 , 0.920232 , -0.391374 , -0.951057 , 1 , -0.785555 , 11.5569
0.315 , 10 , 0.917755 , -0.397148 , -1 , -1 , -0.647037 , 9.75011
0.316 , 10 , 0.915241 , -0.402906 , -0.951057 , 1 , -2.10821 , 10.2457
0.317 , 10 , 0.912692 , -0.408649 , -0.809017 , -1 , -1.76931 , 8.44835
0.318 , 10 , 0.910106 , -0.414376 , -0.587785 , 1 , -0.102756 , 11.8994
0.319 , 10 , 0.907484 , -0.420086 , -0.309017 , -1 , -0.414116 , 9.31499
0.32 , 10 , 0.904827 , -0.425779 , -3.91874e-15 , 1 , -1.40807 , 10.0177
0.321 , 10 , 0.902134 , -0.431456 , 0.309017 , -1 , -0.178958 , 8.94348
0.322 , 10 , 0.899405 , -0.437116 , 0.587785 , 1 , 1.14783 , 11.9972
0.323 , 10 , 0.896641 , -0.442758 , 0.809017 , -1 , 0.160396 , 8.79414
0.324 , 10 , 0.893841 , -0.448383 , 0.951057 , 1 , -0.440317 , 10.057
0.325 , 10 , 0.891007 , -0.45399 , 1 , -1 , 1 , 9.45399
0.326 , 10 , 0.888136 , -0.45958 , 0.951057 , 1 , 1.31501 , 11.8235
0.327 , 10 , 0.885231 , -0.465151 , 0.809017 , -1 , -0.32682 , 8.32931
0.328 , 10 , 0.882291 , -0.470704 , 0.587785 , 1 , -0.529975 , 10.3529
0.329 , 10 , 0.879316 , -0.476238 , 0.309017 , -1 , 0.673723 , 9.84094
0.33 , 10 , 0.876307 , -0.481754 , 4.88487e-16 , 1 , -0.0559744 , 11.4258
0.331 , 10 , 0.873262 , -0.48725 , -0.309017 , -1 , -1.74925 , 8.04702
0.332 , 10 , 0.870184 , -0.492727 , -0.587785 , 1 , -1.25554 , 10.825
0.333 , 10 , 0.867071 , -0.498185 , -0.809017 , -1 , -0.308169 , 9.99903
0.334 , 10 , 0.863923 , -0.503623 , -0.951057 , 1 , -1.54253 , 10.9121
0.335 , 10 , 0.860742 , -0.509041 , -1 , -1 , -2.48496 , 8.02408
0.336 , 10 , 0.857527 , -0.51444 , -0.951057 , 1 , -1.12085 , 11.3446
0.337 , 10 , 0.854277 , -0.519817 , -0.809017 , -1 , -0.443603 , 9.88523
0.338 , 10 , 0.850994 , -0.525175 , -0.587785 , 1 , -1.69053 , 10.4224
0.339 , 10 , 0.847678 , -0.530511 , -0.309017 , -1 , -1.57278 , 8.26674
0.34 , 10 , 0.844328 , -0.535827 , 2.94177e-15 , 1 , 0.234686 , 11.7705
0.341 , 10 , 0.840945 , -0.541121 , 0.309017 , -1 , 0.298407 , 9.53051
0.342 , 10 , 0.837528 , -0.546394 , 0.587785 , 1 , -0.868715 , 10.0899
0.343 , 10 , 0.834078 , -0.551646 , 0.809017 , -1 , -0.033665 , 8.70896
0.344 , 10 , 0.830596 , -0.556876 , 0.951057 , 1 , 1.38087 , 11.9867
0.345 , 10 , 0.827081 , -0.562083 , 1 , -1 , 0.469327 , 9.03141
0.346 , 10 , 0.823533 , -0.567269 , 0.951057 , 1 , -0.611163 , 10.005
0.347 , 10 , 0.819952 , -0.572432 , 0.809017 , -1 , 0.466974 , 9.23039
0.348 , 10 , 0.816339 , -0.577573 , 0.587785 , 1 , 0.944541 , 11.9343
0.349 , 10 , 0.812694 , -0.58269 , 0.309017 , -1 , -0.749912 , 8.52376
0.35 , 10 , 0.809017 , -0.587785 , 7.83884e-15 , 1 , -1.3968 , 10.191
0.351 , 10 , 0.805308 , -0.592857 , -0.309017 , -1 , -0.21276 , 9.68911
0.352 , 10 , 0.801567 , -0.597905 , -0.587785 , 1 , -0.557999 , 11.6277
0.353 , 10 , 0.797794 , -0.60293 , -0.809017 , -1 , -2.26622 , 8.14572
0.354 , 10 , 0.79399 , -0.60793 , -0.951057 , 1 , -1.96189 , 10.5971
0.355 , 10 , 0.790155 , -0.612907 , -1 , -1 , -0.652613 , 9.96029
0.356 , 10 , 0.786288 , -0.61786 , -0.951057 , 1 , -1.41869 , 11.1502
0.357 , 10 , 0.782391 , -0.622788 , -0.809017 , -1 , -2.43163 , 8.00018
0.358 , 10 , 0.778462 , -0.627691 , -0.587785 , 1 , -1.10262 , 11.1129
0.359 , 10 , 0.774503 , -0.63257 , -0.309017 , -1 , 0.0285394 , 9.97013
0.36 , 10 , 0.770513 , -0.637424 , -4.40858e-15 , 1 , -1.00555 , 10.6319
0.361 , 10 , 0.766493 , -0.642253 , 0.309017 , -1 , -1.2065 , 8.12674
0.362 , 10 , 0.762443 , -0.647056 , 0.587785 , 1 , 0.538634 , 11.5979
0.363 , 10 , 0.758362 , -0.651834 , 0.809017 , -1 , 0.87312 , 9.71594
0.364 , 10 , 0.754251 , -0.656586 , 0.951057 , 1 , -0.491818 , 10.2137
0.365 , 10 , 0.750111 , -0.661312 , 1 , -1 , -0.170353 , 8.49096
0.366 , 10 , 0.745941 , -0.666012 , 0.951057 , 1 , 1.20528 , 11.9202
0.367 , 10 , 0.741742 , -0.670686 , 0.809017 , -1 , 0.405233 , 9.2669
0.368 , 10 , 0.737513 , -0.675333 , 0.587785 , 1 , -1.07801 , 10.0095
0.369 , 10 , 0.733255 , -0.679953 , 0.309017 , -1 , -0.37722 , 8.99372
0.37 , 10 , 0.728969 , -0.684547 , 9.7833e-16 , 1 , 0.307568 , 11.9921
0.371 , 10 , 0.724653 , -0.689114 , -0.309017 , -1 , -1.2529 , 8.74523
0.372 , 10 , 0.720309 , -0.693653 , -0.587785 , 1 , -2.20652 , 10.0749
0.373 , 10 , 0.715936 , -0.698165 , -0.809017 , -1 , -1.009 , 9.49819
0.374 , 10 , 0.711536 , -0.70265 , -0.951057 , 1 , -0.859716 , 11.794
0.375 , 10 , 0.707107 , -0.707107 , -1 , -1 , -2.41421 , 8.29289
0.376 , 10 , 0.70265 , -0.711536 , -0.951057 , 1 , -2.27052 , 10.3921
0.377 , 10 , 0.698165 , -0.715936 , -0.809017 , -1 , -0.657883 , 9.86707
0.378 , 10 , 0.693653 , -0.720309 , -0.587785 , 1 , -0.928315 , 11.3798
0.379 , 10 , 0.689114 , -0.724653 , -0.309017 , -1 , -2.00067 , 8.033
0.38 , 10 , 0.684547 , -0.728969 , -1.17589e-14 , 1 , -0.854302 , 10.8747
0.381 , 10 , 0.679953 , -0.733255 , 0.309017 , -1 , 0.575742 , 9.99998
0.382 , 10 , 0.675333 , -0.737513 , 0.587785 , 1 , -0.287518 , 10.8622
0.383 , 10 , 0.670686 , -0.741742 , 0.809017 , -1 , -0.896448 , 8.03628
0.384 , 10 , 0.666012 , -0.745941 , 0.951057 , 1 , 0.596489 , 11.3914
0.385 , 10 , 0.661312 , -0.750111 , 1 , -1 , 1.11063 , 9.86074
0.386 , 10 , 0.656586 , -0.754251 , 0.951057 , 1 , -0.421054 , 10.3821
0.387 , 10 , 0.651834 , -0.758362 , 0.809017 , -1 , -0.64751 , 8.30183
0.388 , 10 , 0.647056 , -0.762443 , 0.587785 , 1 , 0.62691 , 11.8016
0.389 , 10 , 0.642253 , -0.766493 , 0.309017 , -1 , 0.0297741 , 9.48725
0.39 , 10 , 0.637424 , -0.770513 , 8.32868e-15 , 1 , -1.70029 , 10.0702
0.391 , 10 , 0.63257 , -0.774503 , -0.309017 , -1 , -1.32612 , 8.7574
0.392 , 10 , 0.627691 , -0.778462 , -0.587785 , 1 , -0.372636 , 11.9936
0.393 , 10 , 0.622788 , -0.782391 , -0.809017 , -1 , -1.61026 , 8.98115
0.394 , 10 , 0.61786 , -0.786288 , -0.951057 , 1 , -2.726 , 10.0113
0.395 , 10 , 0.612907 , -0.790155 , -1 , -1 , -1.51116 , 9.27899
0.396 , 10 , 0.60793 , -0.79399 , -0.951057 , 1 , -0.829806 , 11.9152
0.397 , 10 , 0.60293 , -0.797794 , -0.809017 , -1 , -2.12663 , 8.48018
0.398 , 10 , 0.597905 , -0.801567 , -0.587785 , 1 , -2.16781 , 10.2215
0.399 , 10 , 0.592857 , -0.805308 , -0.309017 , -1 , -0.389672 , 9.72465
0.4 , 10 , 0.587785 , -0.809017 , -4.89843e-15 , 1 , -0.221232 , 11.5878
0.401 , 10 , 0.58269 , -0.812694 , 0.309017 , -1 , -1.38299 , 8.12068
0.402 , 10 , 0.577573 , -0.816339 , 0.587785 , 1 , -0.584966 , 10.6436
0.403 , 10 , 0.572432 , -0.819952 , 0.809017 , -1 , 0.962163 , 9.9731
0.404 , 10 , 0.567269 , -0.823533 , 0.951057 , 1 , 0.227886 , 11.1004
0.405 , 10 , 0.562083 , -0.827081 , 1 , -1 , -0.826587 , 8.00049
0.406 , 10 , 0.556876 , -0.830596 , 0.951057 , 1 , 0.283098 , 11.1626
0.407 , 10 , 0.551646 , -0.834078 , 0.809017 , -1 , 0.931651 , 9.95671
0.408 , 10 , 0.546394 , -0.837528 , 0.587785 , 1 , -0.664118 , 10.5856
0.409 , 10 , 0.541121 , -0.840945 , 0.309017 , -1 , -1.37961 , 8.15232
0.41 , 10 , 0.535827 , -0.844328 , 1.5679e-14 , 1 , -0.206904 , 11.6374
0.411 , 10 , 0.530511 , -0.847678 , -0.309017 , -1 , -0.476742 , 9.67995
0.412 , 10 , 0.525175 , -0.850994 , -0.587785 , 1 , -2.25512 , 10.1837
0.413 , 10 , 0.519817 , -0.854277 , -0.809017 , -1 , -2.12845 , 8.53485
0.414 , 10 , 0.51444 , -0.857527 , -0.951057 , 1 , -0.869849 , 11.9387
0.415 , 10 , 0.509041 , -0.860742 , -1 , -1 , -1.6426 , 9.21814
0.416 , 10 , 0.503623 , -0.863923 , -0.951057 , 1 , -2.81111 , 10.0039
0.417 , 10 , 0.498185 , -0.867071 , -0.809017 , -1 , -1.63212 , 9.04397
0.418 , 10 , 0.492727 , -0.870184 , -0.587785 , 1 , -0.473405 , 11.9846
0.419 , 10 , 0.48725 , -0.873262 , -0.309017 , -1 , -1.48531 , 8.69696
0.42 , 10 , 0.481754 , -0.876307 , 1.96208e-15 , 1 , -1.78113 , 10.0952
0.421 , 10 , 0.476238 , -0.879316 , 0.309017 , -1 , -0.0291781 , 9.54112
0.422 , 10 , 0.470704 , -0.882291 , 0.587785 , 1 , 0.467937 , 11.7624
0.423 , 10 , 0.465151 , -0.885231 , 0.809017 , -1 , -0.817956 , 8.25826
0.424 , 10 , 0.45958 , -0.888136 , 0.951057 , 1 , -0.504349 , 10.4327
0.425 , 10 , 0.45399 , -0.891007 , 1 , -1 , 1 , 9.89101
0.426 , 10 , 0.448383 , -0.893841 , 0.951057 , 1 , 0.390035 , 11.3328
0.427 , 10 , 0.442758 , -0.896641 , 0.809017 , -1 , -1.0662 , 8.02142
0.428 , 10 , 0.437116 , -0.899405 , 0.587785 , 1 , -0.386947 , 10.9247
0.429 , 10 , 0.431456 , -0.902134 , 0.309017 , -1 , 0.405285 , 9.9984
0.43 , 10 , 0.425779 , -0.904827 , 8.81852e-15 , 1 , -1.09221 , 10.8126
0.431 , 10 , 0.420086 , -0.907484 , -0.309017 , -1 , -2.1656 , 8.0509
0.432 , 10 , 0.414376 , -0.910106 , -0.587785 , 1 , -1.06078 , 11.4371
0.433 , 10 , 0.408649 , -0.912692 , -0.809017 , -1 , -0.88763 , 9.83408
0.434 , 10 , 0.402906 , -0.915241 , -0.951057 , 1 , -2.52288 , 10.3434
0.435 , 10 , 0.397148 , -0.917755 , -1 , -1 , -2.57907 , 8.33869
0.436 , 10 , 0.391374 , -0.920232 , -0.951057 , 1 , -1.04069 , 11.8306
0.437 , 10 , 0.385584 , -0.922673 , -0.809017 , -1 , -1.28893 , 9.44276
0.438 , 10 , 0.379779 , -0.925077 , -0.587785 , 1 , -2.45996 , 10.0529
0.439 , 10 , 0.373959 , -0.927445 , -0.309017 , -1 , -1.43001 , 8.80645
0.44 , 10 , 0.368125 , -0.929776 , -1.95991e-14 , 1 , 0.0682502 , 11.998
0.441 , 10 , 0.362275 , -0.932071 , 0.309017 , -1 , -0.692114 , 8.93094
0.442 , 10 , 0.356412 , -0.934329 , 0.587785 , 1 , -1.3264 , 10.0201
0.443 , 10 , 0.350534 , -0.93655 , 0.809017 , -1 , 0.199355 , 9.32689
0.444 , 10 , 0.344643 , -0.938734 , 0.951057 , 1 , 0.906164 , 11.8938
0.445 , 10 , 0.338738 , -0.940881 , 1 , -1 , -0.502964 , 8.43792
0.446 , 10 , 0.33282 , -0.942991 , 0.951057 , 1 , -0.737875 , 10.2541
0.447 , 10 , 0.326888 , -0.945063 , 0.809017 , -1 , 0.622316 , 9.75836
0.448 , 10 , 0.320944 , -0.947098 , 0.587785 , 1 , 0.187081 , 11.5464
0.449 , 10 , 0.314987 , -0.949096 , 0.309017 , -1 , -1.54221 , 8.09787
0.45 , 10 , 0.309017 , -0.951057 , 1.95801e-15 , 1 , -1.26007 , 10.691
0.451 , 10 , 0.303035 , -0.952979 , -0.309017 , -1 , -0.278551 , 9.98345
0.452 , 10 , 0.297042 , -0.954865 , -0.587785 , 1 , -1.49241 , 11.0502
0.453 , 10 , 0.291036 , -0.956712 , -0.809017 , -1 , -2.76239 , 8.00333
0.454 , 10 , 0.285019 , -0.958522 , -0.951057 , 1 , -1.69757 , 11.212
0.455 , 10 , 0.278991 , -0.960294 , -1 , -1 , -1.01941 , 9.94088
0.456 , 10 , 0.272952 , -0.962028 , -0.951057 , 1 , -2.37266 , 10.5404
0.457 , 10 , 0.266902 , -0.963724 , -0.809017 , -1 , -2.59269 , 8.18005
0.458 , 10 , 0.260842 , -0.965382 , -0.587785 , 1 , -0.877834 , 11.6753
0.459 , 10 , 0.254771 , -0.967001 , -0.309017 , -1 , -0.633766 , 9.64225
0.46 , 10 , 0.24869 , -0.968583 , -1.27386e-14 , 1 , -1.81291 , 10.1557
0.461 , 10 , 0.242599 , -0.970127 , 0.309017 , -1 , -1.0812 , 8.57991
0.462 , 10 , 0.236499 , -0.971632 , 0.587785 , 1 , 0.571018 , 11.9549
0.463 , 10 , 0.230389 , -0.973099 , 0.809017 , -1 , 0.00475193 , 9.16883
0.464 , 10 , 0.224271 , -0.974527 , 0.951057 , 1 , -1.02276 , 10.0007
0.465 , 10 , 0.218143 , -0.975917 , 1 , -1 , 0.118192 , 9.09411
0.466 , 10 , 0.212007 , -0.977268 , 0.951057 , 1 , 0.948315 , 11.9745
0.467 , 10 , 0.205863 , -0.978581 , 0.809017 , -1 , -0.520098 , 8.64947
0.468 , 10 , 0.19971 , -0.979855 , 0.587785 , 1 , -1.27436 , 10.1177
0.469 , 10 , 0.193549 , -0.981091 , 0.309017 , -1 , -0.089383 , 9.58269
0.47 , 10 , 0.187381 , -0.982287 , -4.90249e-15 , 1 , -0.253319 , 11.729
0.471 , 10 , 0.181206 , -0.983445 , -0.309017 , -1 , -2.06697 , 8.2255
0.472 , 10 , 0.175023 , -0.984564 , -0.587785 , 1 , -2.09752 , 10.4748
0.473 , 10 , 0.168833 , -0.985645 , -0.809017 , -1 , -0.88197 , 9.91269
0.474 , 10 , 0.162637 , -0.986686 , -0.951057 , 1 , -1.65272 , 11.285
0.475 , 10 , 0.156434 , -0.987688 , -1 , -1 , -2.97538 , 8.01231
0.476 , 10 , 0.150226 , -0.988652 , -0.951057 , 1 , -1.96484 , 10.9749
0.477 , 10 , 0.144011 , -0.989576 , -0.809017 , -1 , -0.804292 , 9.9943
0.478 , 10 , 0.13779 , -0.990461 , -0.587785 , 1 , -1.81475 , 10.7635
0.479 , 10 , 0.131564 , -0.991308 , -0.309017 , -1 , -2.2324 , 8.06793
0.48 , 10 , 0.125333 , -0.992115 , -5.87811e-15 , 1 , -0.510361 , 11.4818
0.481 , 10 , 0.119097 , -0.992883 , 0.309017 , -1 , 0.121442 , 9.80531
0.482 , 10 , 0.112856 , -0.993611 , 0.587785 , 1 , -1.09948 , 10.3063
0.483 , 10 , 0.106611 , -0.994301 , 0.809017 , -1 , -0.808072 , 8.37721
0.484 , 10 , 0.100362 , -0.994951 , 0.951057 , 1 , 0.813632 , 11.8575
0.485 , 10 , 0.0941083 , -0.995562 , 1 , -1 , 0.401586 , 9.39715
0.486 , 10 , 0.0878512 , -0.996134 , 0.951057 , 1 , -1.0071 , 10.038
0.487 , 10 , 0.0815906 , -0.996666 , 0.809017 , -1 , -0.33166 , 8.85599
0.488 , 10 , 0.0753268 , -0.997159 , 0.587785 , 1 , 0.590547 , 11.9999
0.489 , 10 , 0.06906 , -0.997613 , 0.309017 , -1 , -0.807693 , 8.8809
0.49 , 10 , 0.0627905 , -0.998027 , 1.66587e-14 , 1 , -1.96661 , 10.0314
0.491 , 10 , 0.0565185 , -0.998402 , -0.309017 , -1 , -0.933459 , 9.37396
0.492 , 10 , 0.0502443 , -0.998737 , -0.587785 , 1 , -0.716338 , 11.8702
0.493 , 10 , 0.0439681 , -0.999033 , -0.809017 , -1 , -2.41098 , 8.39707
0.494 , 10 , 0.0376902 , -0.999289 , -0.951057 , 1 , -2.66188 , 10.2885
0.495 , 10 , 0.0314108 , -0.999507 , -1 , -1 , -1.20935 , 9.79016
0.496 , 10 , 0.0251301 , -0.999684 , -0.951057 , 1 , -1.44712 , 11.5036
0.497 , 10 , 0.0188484 , -0.999822 , -0.809017 , -1 , -2.73151 , 8.07733
0.498 , 10 , 0.012566 , -0.999921 , -0.587785 , 1 , -1.84855 , 10.7392
0.499 , 10 , 0.00628314 , -0.99998 , -0.309017 , -1 , -0.31769 , 9.99131
0.5 , 10 , 1.22461e-16 , -1 , 9.82396e-16 , 1 , -1 , 11
0.501 , 10 , -0.00628314 , -0.99998 , 0.309017 , -1 , -1.68227 , 8.00869
0.502 , 10 , -0.012566 , -0.999921 , 0.587785 , 1 , -0.151294 , 11.2608
0.503 , 10 , -0.0188484 , -0.999822 , 0.809017 , -1 , 0.731867 , 9.92267
0.504 , 10 , -0.0251301 , -0.999684 , 0.951057 , 1 , -0.552251 , 10.4964
0.505 , 10 , -0.0314108 , -0.999507 , 1 , -1 , -0.789662 , 8.20984
0.506 , 10 , -0.0376902 , -0.999289 , 0.951057 , 1 , 0.663303 , 11.7115
0.507 , 10 , -0.0439681 , -0.999033 , 0.809017 , -1 , 0.412914 , 9.60293
0.508 , 10 , -0.0502443 , -0.998737 , 0.587785 , 1 , -1.28114 , 10.1298
0.509 , 10 , -0.0565185 , -0.998402 , 0.309017 , -1 , -1.06334 , 8.62604
0.51 , 10 , -0.0627905 , -0.998027 , 9.79821e-15 , 1 , -0.0294436 , 11.9686
0.511 , 10 , -0.06906 , -0.997613 , -0.309017 , -1 , -1.18753 , 9.1191
0.512 , 10 , -0.0753268 , -0.997159 , -0.587785 , 1 , -2.58487 , 10.0001
0.513 , 10 , -0.0815906 , -0.996666 , -0.809017 , -1 , -1.66167 , 9.14401
0.514 , 10 , -0.0878512 , -0.996134 , -0.951057 , 1 , -0.985162 , 11.962
0.515 , 10 , -0.0941083 , -0.995562 , -1 , -1 , -2.39271 , 8.60285
0.516 , 10 , -0.100362 , -0.994951 , -0.951057 , 1 , -2.80353 , 10.1425
0.517 , 10 , -0.106611 , -0.994301 , -0.809017 , -1 , -1.18053 , 9.62279
0.518 , 10 , -0.112856 , -0.993611 , -0.587785 , 1 , -0.887743 , 11.6937
0.519 , 10 , -0.119097 , -0.992883 , -0.309017 , -1 , -2.10721 , 8.19469
0.52 , 10 , -0.125333 , -0.992115 , 7.8429e-15 , 1 , -1.47387 , 10.5182
0.521 , 10 , -0.131564 , -0.991308 , 0.309017 , -1 , 0.24978 , 9.93207
0.522 , 10 , -0.13779 , -0.990461 , 0.587785 , 1 , -0.166177 , 11.2365
0.523 , 10 , -0.144011 , -0.989576 , 0.809017 , -1 , -1.17486 , 8.0057
0.524 , 10 , -0.150226 , -0.988652 , 0.951057 , 1 , -0.0124651 , 11.0251
0.525 , 10 , -0.156434 , -0.987688 , 1 , -1 , 1 , 9.98769
0.526 , 10 , -0.162637 , -0.986686 , 0.951057 , 1 , -0.320649 , 10.715
0.527 , 10 , -0.168833 , -0.985645 , 0.809017 , -1 , -1.08932 , 8.08731
0.528 , 10 , -0.175023 , -0.984564 , 0.587785 , 1 , 0.128396 , 11.5252
0.529 , 10 , -0.181206 , -0.983445 , 0.309017 , -1 , 0.100075 , 9.7745
0.53 , 10 , -0.187381 , -0.982287 , 2.9377e-15 , 1 , -1.71126 , 10.271
0.531 , 10 , -0.193549 , -0.981091 , -0.309017 , -1 , -1.8728 , 8.41731
0.532 , 10 , -0.19971 , -0.979855 , -0.587785 , 1 , -0.685349 , 11.8823
0.533 , 10 , -0.205863 , -0.978581 , -0.809017 , -1 , -1.43706 , 9.35053
0.534 , 10 , -0.212007 , -0.977268 , -0.951057 , 1 , -2.90285 , 10.0255
0.535 , 10 , -0.218143 , -0.975917 , -1 , -1 , -2.07003 , 8.90589
0.536 , 10 , -0.224271 , -0.974527 , -0.951057 , 1 , -0.926294 , 11.9993
0.537 , 10 , -0.230389 , -0.973099 , -0.809017 , -1 , -1.95095 , 8.83117
0.538 , 10 , -0.236499 , -0.971632 , -0.587785 , 1 , -2.51428 , 10.0451
0.539 , 10 , -0.242599 , -0.970127 , -0.309017 , -1 , -0.859058 , 9.42009
0.54 , 10 , -0.24869 , -0.968583 , -1.37183e-14 , 1 , -0.124255 , 11.8443
0.541 , 10 , -0.254771 , -0.967001 , 0.309017 , -1 , -1.30024 , 8.35775
0.542 , 10 , -0.260842 , -0.965382 , 0.587785 , 1 , -1.05293 , 10.3247
0.543 , 10 , -0.266902 , -0.963724 , 0.809017 , -1 , 0.665245 , 9.81995
0.544 , 10 , -0.272952 , -0.962028 , 0.951057 , 1 , 0.448609 , 11.4596
0.545 , 10 , -0.278991 , -0.960294 , 1 , -1 , -0.901174 , 8.05912
0.546 , 10 , -0.285019 , -0.958522 , 0.951057 , 1 , -0.219472 , 10.788
0.547 , 10 , -0.291036 , -0.956712 , 0.809017 , -1 , 0.848971 , 9.99667
0.548 , 10 , -0.297042 , -0.954865 , 0.587785 , 1 , -0.417324 , 10.9498
0.549 , 10 , -0.303035 , -0.952979 , 0.309017 , -1 , -1.62741 , 8.01655
0.55 , 10 , -0.309017 , -0.951057 , -3.92281e-15 , 1 , -0.64204 , 11.309
0.551 , 10 , -0.314987 , -0.949096 , -0.309017 , -1 , -0.355979 , 9.90213
0.552 , 10 , -0.320944 , -0.947098 , -0.587785 , 1 , -2.08128 , 10.4536
0.553 , 10 , -0.326888 , -0.945063 , -0.809017 , -1 , -2.51244 , 8.24164
0.554 , 10 , -0.33282 , -0.942991 , -0.951057 , 1 , -1.14811 , 11.7459
0.555 , 10 , -0.338738 , -0.940881 , -1 , -1 , -1.3788 , 9.56208
0.556 , 10 , -0.344643 , -0.938734 , -0.951057 , 1 , -2.78363 , 10.1062
0.557 , 10 , -0.350534 , -0.93655 , -0.809017 , -1 , -2.07245 , 8.67311
0.558 , 10 , -0.356412 , -0.934329 , -0.587785 , 1 , -0.542259 , 11.9799
0.559 , 10 , -0.362275 , -0.932071 , -0.309017 , -1 , -1.17203 , 9.06906
0.56 , 10 , -0.368125 , -0.929776 , 2.15639e-14 , 1 , -1.9278 , 10.002
0.561 , 10 , -0.373959 , -0.927445 , 0.309017 , -1 , -0.424879 , 9.19355
0.562 , 10 , -0.379779 , -0.925077 , 0.587785 , 1 , 0.609806 , 11.9471
0.563 , 10 , -0.385584 , -0.922673 , 0.809017 , -1 , -0.556414 , 8.55724
0.564 , 10 , -0.391374 , -0.920232 , 0.951057 , 1 , -0.799771 , 10.1694
0.565 , 10 , -0.397148 , -0.917755 , 1 , -1 , 0.743557 , 9.66131
0.566 , 10 , -0.402906 , -0.915241 , 0.951057 , 1 , 0.692401 , 11.6566
0.567 , 10 , -0.408649 , -0.912692 , 0.809017 , -1 , -0.937753 , 8.16592
0.568 , 10 , -0.414376 , -0.910106 , 0.587785 , 1 , -0.759436 , 10.5629
0.569 , 10 , -0.420086 , -0.907484 , 0.309017 , -1 , 0.350629 , 9.9491
0.57 , 10 , -0.425779 , -0.904827 , 1.76384e-14 , 1 , -0.717446 , 11.1874
0.571 , 10 , -0.431456 , -0.902134 , -0.309017 , -1 , -2.20955 , 8.0016
0.572 , 10 , -0.437116 , -0.899405 , -0.587785 , 1 , -1.41186 , 11.0753
0.573 , 10 , -0.442758 , -0.896641 , -0.809017 , -1 , -0.727077 , 9.97858
0.574 , 10 , -0.448383 , -0.893841 , -0.951057 , 1 , -2.17772 , 10.6672
0.575 , 10 , -0.45399 , -0.891007 , -1 , -1 , -2.78201 , 8.10899
0.576 , 10 , -0.45958 , -0.888136 , -0.951057 , 1 , -1.27192 , 11.5673
0.577 , 10 , -0.465151 , -0.885231 , -0.809017 , -1 , -0.952507 , 9.74174
0.578 , 10 , -0.470704 , -0.882291 , -0.587785 , 1 , -2.23252 , 10.2376
0.579 , 10 , -0.476238 , -0.879316 , -0.309017 , -1 , -1.72945 , 8.45888
0.58 , 10 , -0.481754 , -0.876307 , -2.8419e-14 , 1 , 0.0285204 , 11.9048
0.581 , 10 , -0.48725 , -0.873262 , 0.309017 , -1 , -0.26121 , 9.30304
0.582 , 10 , -0.492727 , -0.870184 , 0.587785 , 1 , -1.26696 , 10.0154
0.583 , 10 , -0.498185 , -0.867071 , 0.809017 , -1 , -0.102022 , 8.95603
0.584 , 10 , -0.503623 , -0.863923 , 0.951057 , 1 , 1.08327 , 11.9961
0.585 , 10 , -0.509041 , -0.860742 , 1 , -1 , -0.0788853 , 8.78186
0.586 , 10 , -0.51444 , -0.857527 , 0.951057 , 1 , -0.845204 , 10.0613
0.587 , 10 , -0.519817 , -0.854277 , 0.809017 , -1 , 0.419891 , 9.46515
