"step","time(sec)","fundamental","waveform","sawtooth","square","random"
464,0.0105215,0.90501,0.600019,0.315,1,0.796756
465,0.0105442,0.891202,0.596458,0.32,1,0.436664
466,0.0105669,0.876515,0.587684,0.325,1,0.588275
467,0.0105896,0.860962,0.573057,0.33,1,0.322521
468,0.0106122,0.84456,0.552567,0.335,1,0.897833
469,0.0106349,0.827325,0.526826,0.34,1,0.126
470,0.0106576,0.809273,0.496994,0.345,1,0.100418
471,0.0106803,0.790422,0.464644,0.35,1,0.523127
472,0.0107029,0.770792,0.431592,0.355,1,0.0280209
473,0.0107256,0.750401,0.3997,0.36,1,0.20146
474,0.0107483,0.729269,0.370681,0.365,1,0.24418
475,0.010771,0.707418,0.345918,0.37,1,0.516466
476,0.0107937,0.684869,0.326322,0.375,1,0.174054
477,0.0108163,0.661643,0.312243,0.38,1,0.643449
478,0.010839,0.637765,0.303441,0.385,1,0.32039
479,0.0108617,0.613258,0.299116,0.39,1,0.942676
480,0.0108844,0.588145,0.298001,0.395,1,0.150778
481,0.010907,0.562452,0.298501,0.4,1,0.0705268
482,0.0109297,0.536204,0.298863,0.405,1,0.562105
483,0.0109524,0.509427,0.29737,0.41,1,0.08377
484,0.0109751,0.482147,0.292514,0.415,1,0.710925
485,0.0109977,0.454391,0.283161,0.42,1,0.85558
486,0.0110204,0.426187,0.268664,0.425,1,0.15021
487,0.0110431,0.397562,0.248932,0.43,1,0.849233
488,0.0110658,0.368545,0.224431,0.435,1,0.0563872
489,0.0110884,0.339164,0.196134,0.44,1,0.29486
490,0.0111111,0.309449,0.165413,0.445,1,0.79717
491,0.0111338,0.279428,0.133893,0.45,1,0.641611
492,0.0111565,0.249131,0.103274,0.455,1,0.942412
493,0.0111791,0.218589,0.0751536,0.46,1,0.790324
494,0.0112018,0.187831,0.0508557,0.465,1,0.690495
495,0.0112245,0.156887,0.0312907,0.47,1,0.402244
496,0.0112472,0.125789,0.01686,0.475,1,0.947928
497,0.0112698,0.0945667,0.00741508,0.48,1,0.24733
498,0.0112925,0.063251,0.00227403,0.485,1,0.463382
499,0.0113152,0.0318729,0.000295318,0.49,1,0.401283
500,0.0113379,0.000463268,9.11399e-10,0.495,1,0.582109
501,0.0113605,-0.0309468,-0.000270395,0.5,0,0.615118
502,0.0113832,-0.0623263,-0.002177,0.505,0,0.285205
503,0.0114059,-0.0936443,-0.00720645,0.51,0,0.46644
504,0.0114286,-0.12487,-0.0165122,0.515,0,0.467647
505,0.0114512,-0.155972,-0.030791,0.52,0,0.368682
506,0.0114739,-0.186921,-0.0502077,0.525,0,0.881234
507,0.0114966,-0.217685,-0.0743767,0.53,0,0.224817
508,0.0115193,-0.248234,-0.102401,0.535,0,0.174984
509,0.011542,-0.278538,-0.132969,0.54,0,0.206664
510,0.0115646,-0.308568,-0.164486,0.545,0,0.131527
511,0.0115873,-0.338292,-0.195255,0.55,0,0.308469
512,0.01161,-0.367683,-0.223644,0.555,0,0.209065
513,0.0116327,-0.396712,-0.248274,0.56,0,0.935001
514,0.0116553,-0.425348,-0.268156,0.565,0,0.454031
515,0.011678,-0.453565,-0.282809,0.57,0,0.188297
516,0.0117007,-0.481335,-0.292307,0.575,0,0.175623
517,0.0117234,-0.508629,-0.297281,0.58,0,0.9333
518,0.011746,-0.535422,-0.298854,0.585,0,0.736159
519,0.0117687,-0.561686,-0.298522,0.59,0,0.802588
520,0.0117914,-0.587395,-0.298001,0.595,0,0.669584
521,0.0118141,-0.612526,-0.299045,0.6,0,0.0331392
522,0.0118367,-0.637051,-0.303255,0.605,0,0.198757
523,0.0118594,-0.660948,-0.311911,0.61,0,0.866507
524,0.0118821,-0.684193,-0.325828,0.615,0,0.918196
525,0.0119048,-0.706763,-0.345263,0.62,0,0.524506
526,0.0119274,-0.728635,-0.369884,0.625,0,0.747317
527,0.0119501,-0.749788,-0.398795,0.63,0,0.104683
528,0.0119728,-0.770201,-0.430626,0.635,0,0.196172
529,0.0119955,-0.789855,-0.46367,0.64,0,0.753924
530,0.0120181,-0.808728,-0.496068,0.645,0,0.735318
531,0.0120408,-0.826804,-0.525998,0.65,0,0.956523
532,0.0120635,-0.844064,-0.551878,0.655,0,0.829255
533,0.0120862,-0.860491,-0.572535,0.66,0,0.0489513
534,0.0121088,-0.876068,-0.587338,0.665,0,0.991415
535,0.0121315,-0.890781,-0.596278,0.67,0,0.795268
536,0.0121542,-0.904615,-0.599979,0.675,0,0.396443
537,0.0121769,-0.917557,-0.59964,0.68,0,0.152379
538,0.0121995,-0.929593,-0.596924,0.685,0,0.17629
539,0.0122222,-0.940711,-0.593784,0.69,0,0.440165
540,0.0122449,-0.950902,-0.59226,0.695,0,0.741011
541,0.0122676,-0.960154,-0.594264,0.7,0,0.488011
542,0.0122902,-0.968458,-0.601371,0.705,0,0.997935
543,0.0123129,-0.975807,-0.614642,0.71,0,0.891191
544,0.0123356,-0.982193,-0.634495,0.715,0,0.711514
545,0.0123583,-0.987609,-0.66065,0.72,0,0.672325
546,0.012381,-0.992051,-0.692136,0.725,0,0.661967
547,0.0124036,-0.995514,-0.727379,0.73,0,0.0371977
548,0.0124263,-0.997995,-0.764355,0.735,0,0.0402556
549,0.012449,-0.99949,-0.800792,0.74,0,0.047583
550,0.0124717,-1,-0.83441,0.745,0,0.166547
551,0.0124943,-0.999522,-0.863163,0.75,0,0.53555
552,0.012517,-0.998059,-0.885466,0.755,0,0.0303385
553,0.0125397,-0.99561,-0.900382,0.76,0,0.59511
554,0.0125624,-0.992179,-0.907743,0.765,0,0.808369
555,0.012585,-0.987769,-0.908193,0.77,0,0.0815825
556,0.0126077,-0.982384,-0.903149,0.775,0,0.520913
557,0.0126304,-0.976029,-0.894677,0.78,0,0.310492
558,0.0126531,-0.968712,-0.885295,0.785,0,0.436546
559,0.0126757,-0.960438,-0.877722,0.79,0,0.170029
560,0.0126984,-0.951217,-0.87459,0.795,0,0.677635
561,0.0127211,-0.941057,-0.878164,0.8,0,0.381212
562,0.0127438,-0.929968,-0.89008,0.805,0,0.713232
563,0.0127664,-0.917962,-0.911143,0.81,0,0.84195
564,0.0127891,-0.905049,-0.941204,0.815,0,0.102102
565,0.0128118,-0.891244,-0.979128,0.82,0,0.484297
566,0.0128345,-0.876559,-1.02287,0.825,0,0.87785
567,0.0128571,-0.861009,-1.06964,0.83,0,0.866446
568,0.0128798,-0.84461,-1.11618,0.835,0,0.925237
569,0.0129025,-0.827377,-1.15905,0.84,0,0.290664
570,0.0129252,-0.809327,-1.19503,0.845,0,0.140325
571,0.0129478,-0.790479,-1.22144,0.85,0,0.884316
572,0.0129705,-0.770851,-1.23646,0.855,0,0.705291
573,0.0129932,-0.750462,-1.23941,0.86,0,0.843291
574,0.0130159,-0.729333,-1.23085,0.865,0,0.265698
575,0.0130385,-0.707483,-1.21265,0.87,0,0.518045
576,0.0130612,-0.684936,-1.18785,0.875,0,0.589704
577,0.0130839,-0.661713,-1.16045,0.88,0,0.978622
578,0.0131066,-0.637837,-1.13507,0.885,0,0.85921
579,0.0131293,-0.613331,-1.1165,0.89,0,0.173892
580,0.0131519,-0.58822,-1.10926,0.895,0,0.441494
581,0.0131746,-0.562529,-1.11704,0.9,0,0.553197
582,0.0131973,-0.536282,-1.14232,0.905,0,0.823332
583,0.01322,-0.509506,-1.18595,0.91,0,0.84735
584,0.0132426,-0.482228,-1.24691,0.915,0,0.533084
585,0.0132653,-0.454473,-1.3222,0.92,0,0.383235
586,0.013288,-0.426271,-1.40691,0.925,0,0.609894
587,0.0133107,-0.397647,-1.49444,0.93,0,0.636408
588,0.0133333,-0.368631,-1.57689,0.935,0,0.123242
589,0.013356,-0.339251,-1.64558,0.94,0,0.690716
590,0.0133787,-0.309537,-1.69169,0.945,0,0.804677
591,0.0134014,-0.279517,-1.70687,0.95,0,0.272825
592,0.013424,-0.249221,-1.68397,0.955,0,0.272756
593,0.0134467,-0.218679,-1.61761,0.96,0,0.270903
594,0.0134694,-0.187922,-1.50466,0.965,0,0.217078
595,0.0134921,-0.156979,-1.34461,0.97,0,0.468367
596,0.0135147,-0.125881,-1.13971,0.975,0,0.929802
597,0.0135374,-0.094659,-0.894929,0.98,0,0.745528
598,0.0135601,-0.0633435,-0.617732,0.985,0,0.658273
599,0.0135828,-0.0319655,-0.317619,0.99,0,0.0484848
600,0.0136054,-0.000555922,-0.0055592,0.995,0,0.907891
601,0.0136281,0.0308542,0.306711,0,1,0.465663
602,0.0136508,0.0622338,0.607441,0.005,1,0.421876
603,0.0136735,0.0935521,0.885621,0.01,1,0.134659
604,0.0136961,0.124778,1.13169,0.015,1,0.706287
605,0.0137188,0.155881,1.3381,0.02,1,0.45201
606,0.0137415,0.18683,1.4998,0.025,1,0.707632
607,0.0137642,0.217594,1.61442,0.03,1,0.874728
608,0.0137868,0.248144,1.68239,0.035,1,0.373412
609,0.0138095,0.278449,1.70675,0.04,1,0.940815
610,0.0138322,0.308479,1.6928,0.045,1,0.433679
611,0.0138549,0.338205,1.64765,0.05,1,0.0454507
612,0.0138776,0.367597,1.57961,0.055,1,0.524787
613,0.0139002,0.396627,1.49749,0.06,1,0.261106
614,0.0139229,0.425264,1.41,0.065,1,0.443589
615,0.0139456,0.453483,1.32507,0.07,1,0.120162
616,0.0139683,0.481253,1.24935,0.075,1,0.30733
617,0.0139909,0.508549,1.18782,0.08,1,0.177086
618,0.0140136,0.535343,1.14355,0.085,1,0.265673
619,0.0140363,0.561609,1.11763,0.09,1,0.815785
620,0.014059,0.58732,1.10926,0.095,1,0.822973
621,0.0140816,0.612452,1.11603,0.1,1,0.0130257
622,0.0141043,0.63698,1.13426,0.105,1,0.125001
623,0.014127,0.660879,1.15948,0.11,1,0.383974
624,0.0141497,0.684126,1.18689,0.115,1,0.140097
625,0.0141723,0.706697,1.21186,0.12,1,0.104352
626,0.014195,0.728571,1.23036,0.125,1,0.594406
627,0.0142177,0.749727,1.2393,0.13,1,0.224773
628,0.0142404,0.770142,1.23677,0.135,1,0.40725
629,0.014263,0.789798,1.22217,0.14,1,0.730947
630,0.0142857,0.808674,1.19614,0.145,1,0.112769
631,0.0143084,0.826752,1.16046,0.15,1,0.635428
632,0.0143311,0.844014,1.11778,0.155,1,0.212288
633,0.0143537,0.860443,1.07131,0.16,1,0.398313
634,0.0143764,0.876024,1.02449,0.165,1,0.511144
635,0.0143991,0.890739,0.980591,0.17,1,0.863738
636,0.0144218,0.904576,0.942421,0.175,1,0.137349
637,0.0144444,0.91752,0.912057,0.18,1,0.4174
638,0.0144671,0.929559,0.890667,0.185,1,0.391699
639,0.0144898,0.94068,0.878436,0.19,1,0.744919
640,0.0145125,0.950873,0.87459,0.195,1,0.624233
641,0.0145351,0.960128,0.877521,0.2,1,0.699197
642,0.0145578,0.968435,0.88498,0.205,1,0.293942
643,0.0145805,0.975787,0.894345,0.21,1,0.51937
644,0.0146032,0.982175,0.902893,0.215,1,0.389294
645,0.0146259,0.987595,0.908098,0.22,1,0.488542
646,0.0146485,0.99204,0.907871,0.225,1,0.759518
647,0.0146712,0.995505,0.900771,0.23,1,0.869617
648,0.0146939,0.997989,0.886124,0.235,1,0.69161
649,0.0147166,0.999487,0.86407,0.24,1,0.15722
650,0.0147392,1,0.835522,0.245,1,0.348207
651,0.0147619,0.999525,0.802043,0.25,1,0.272755
652,0.0147846,0.998064,0.765668,0.255,1,0.196401
653,0.0148073,0.995619,0.728671,0.26,1,0.960611
654,0.0148299,0.99219,0.69333,0.265,1,0.982485
655,0.0148526,0.987783,0.661681,0.27,1,0.388238
656,0.0148753,0.982401,0.635317,0.275,1,0.0722379
657,0.014898,0.976049,0.615231,0.28,1,0.205988
658,0.0149206,0.968735,0.601731,0.285,1,0.190474
659,0.0149433,0.960464,0.594421,0.29,1,0.280915
660,0.014966,0.951245,0.59226,0.295,1,0.94467
661,0.0149887,0.941088,0.593691,0.3,1,0.18522
662,0.0150113,0.930002,0.596808,0.305,1,0.0554362
663,0.015034,0.917998,0.599574,0.31,1,0.522488
664,0.0150567,0.905089,0.600027,0.315,1,0.393164
665,0.0150794,0.891286,0.596493,0.32,1,0.774743
666,0.015102,0.876604,0.587753,0.325,1,0.40457
667,0.0151247,0.861056,0.573161,0.33,1,0.905295
668,0.0151474,0.844659,0.552704,0.335,1,0.881558
669,0.0151701,0.827429,0.526992,0.34,1,0.435985
670,0.0151927,0.809382,0.497179,0.345,1,0.887864
671,0.0152154,0.790536,0.464839,0.35,1,0.191821
672,0.0152381,0.77091,0.431785,0.355,1,0.20948
673,0.0152608,0.750523,0.399881,0.36,1,0.584841
674,0.0152834,0.729396,0.370841,0.365,1,0.338785
675,0.0153061,0.707549,0.34605,0.37,1,0.814261
676,0.0153288,0.685004,0.326422,0.375,1,0.19439
677,0.0153515,0.661782,0.312311,0.38,1,0.332082
678,0.0153741,0.637908,0.303479,0.385,1,0.100432
679,0.0153968,0.613404,0.299131,0.39,1,0.0704055
680,0.0154195,0.588295,0.298001,0.395,1,0.0464743
681,0.0154422,0.562605,0.298496,0.4,1,0.524732
682,0.0154649,0.53636,0.298865,0.405,1,0.398819
683,0.0154875,0.509586,0.297387,0.41,1,0.247381
684,0.0155102,0.482309,0.292555,0.415,1,0.302727
685,0.0155329,0.454556,0.283231,0.42,1,0.179071
686,0.0155556,0.426354,0.268765,0.425,1,0.268983
687,0.0155782,0.397732,0.249063,0.43,1,0.732211
688,0.0156009,0.368717,0.224587,0.435,1,0.285927
689,0.0156236,0.339338,0.196309,0.44,1,0.284076
690,0.0156463,0.309625,0.165598,0.445,1,0.164552
691,0.0156689,0.279606,0.134078,0.45,1,0.886344
692,0.0156916,0.249311,0.103449,0.455,1,0.655566
693,0.0157143,0.21877,0.0753094,0.46,1,0.4072
694,0.015737,0.188013,0.0509858,0.465,1,0.367605
695,0.0157596,0.15707,0.0313911,0.47,1,0.572979
696,0.0157823,0.125973,0.0169301,0.475,1,0.547028
697,0.015805,0.0947512,0.00745726,0.48,1,0.65926
698,0.0158277,0.063436,0.00229377,0.485,1,0.13252
699,0.0158503,0.0320581,0.000300479,0.49,1,0.195327
700,0.015873,0.000648575,2.50088e-09,0.495,1,0.0911673
701,0.0158957,-0.0307616,-0.000265584,0.5,0,0.1525
702,0.0159184,-0.0621414,-0.00215793,0.505,0,0.53498
703,0.015941,-0.0934598,-0.00716518,0.51,0,0.663591
704,0.0159637,-0.124686,-0.0164431,0.515,0,0.0951242
705,0.0159864,-0.155789,-0.0306916,0.52,0,0.546897
706,0.0160091,-0.186739,-0.0500786,0.525,0,0.331975
707,0.0160317,-0.217504,-0.0742217,0.53,0,0.361706
708,0.0160544,-0.248054,-0.102227,0.535,0,0.136686
709,0.0160771,-0.27836,-0.132784,0.54,0,0.788345
710,0.0160998,-0.308391,-0.164301,0.545,0,0.779254
711,0.0161224,-0.338118,-0.195079,0.55,0,0.439271
712,0.0161451,-0.367511,-0.223487,0.555,0,0.225631
713,0.0161678,-0.396542,-0.248142,0.56,0,0.817639
714,0.0161905,-0.425181,-0.268054,0.565,0,0.176047
715,0.0162132,-0.4534,-0.282738,0.57,0,0.0503041
716,0.0162358,-0.481172,-0.292265,0.575,0,0.738537
717,0.0162585,-0.508469,-0.297263,0.58,0,0.809054
718,0.0162812,-0.535265,-0.298852,0.585,0,0.43721
719,0.0163039,-0.561532,-0.298526,0.59,0,0.501883
720,0.0163265,-0.587245,-0.298001,0.595,0,0.469122
721,0.0163492,-0.612379,-0.299031,0.6,0,0.533897
722,0.0163719,-0.636908,-0.303218,0.605,0,0.434479
723,0.0163946,-0.660809,-0.311845,0.61,0,0.12023
724,0.0164172,-0.684058,-0.325729,0.615,0,0.190231
725,0.0164399,-0.706632,-0.345133,0.62,0,0.9994
726,0.0164626,-0.728508,-0.369726,0.625,0,0.151628
727,0.0164853,-0.749665,-0.398615,0.63,0,0.149294
728,0.0165079,-0.770083,-0.430432,0.635,0,0.084914
729,0.0165306,-0.789741,-0.463475,0.64,0,0.146382
730,0.0165533,-0.808619,-0.495882,0.645,0,0.656588
731,0.016576,-0.8267,-0.525832,0.65,0,0.798681
732,0.0165986,-0.843964,-0.55174,0.655,0,0.661762
733,0.0166213,-0.860396,-0.57243,0.66,0,0.859862
734,0.016644,-0.875979,-0.587268,0.665,0,0.352633
735,0.0166667,-0.890697,-0.596242,0.67,0,0.233314
736,0.0166893,-0.904536,-0.59997,0.675,0,0.368283
737,0.016712,-0.917483,-0.599651,0.68,0,0.189736
738,0.0167347,-0.929525,-0.596944,0.685,0,0.654366
739,0.0167574,-0.940649,-0.5938,0.69,0,0.709759
740,0.01678,-0.950844,-0.592261,0.695,0,0.700083
741,0.0168027,-0.960102,-0.594239,0.7,0,0.933976
742,0.0168254,-0.968412,-0.601312,0.705,0,0.0959641
743,0.0168481,-0.975766,-0.614544,0.71,0,0.258152
744,0.0168707,-0.982158,-0.634358,0.715,0,0.983363
745,0.0168934,-0.98758,-0.660478,0.72,0,0.328224
746,0.0169161,-0.992028,-0.691937,0.725,0,0.639009
747,0.0169388,-0.995497,-0.727164,0.73,0,0.762046
748,0.0169615,-0.997983,-0.764136,0.735,0,0.84871
749,0.0169841,-0.999485,-0.800584,0.74,0,0.788384
750,0.0170068,-1,-0.834225,0.745,0,0.722006
751,0.0170295,-0.999528,-0.863011,0.75,0,0.189627
752,0.0170522,-0.99807,-0.885356,0.755,0,0.256111
753,0.0170748,-0.995627,-0.900317,0.76,0,0.80775
754,0.0170975,-0.992202,-0.907721,0.765,0,0.385016
755,0.0171202,-0.987798,-0.908208,0.77,0,0.24616
756,0.0171429,-0.982418,-0.903191,0.775,0,0.280473
757,0.0171655,-0.97607,-0.894732,0.78,0,0.992086
758,0.0171882,-0.968758,-0.885348,0.785,0,0.135435
759,0.0172109,-0.96049,-0.877756,0.79,0,0.547031
760,0.0172336,-0.951274,-0.874591,0.795,0,0.675375
761,0.0172562,-0.941119,-0.87812,0.8,0,0.550364
762,0.0172789,-0.930036,-0.889983,0.805,0,0.387755
763,0.0173016,-0.918035,-0.910992,0.81,0,0.818775
764,0.0173243,-0.905128,-0.941002,0.815,0,0.782361
765,0.0173469,-0.891328,-0.978884,0.82,0,0.698543
766,0.0173696,-0.876648,-1.0226,0.825,0,0.169036
767,0.0173923,-0.861104,-1.06936,0.83,0,0.370456
768,0.017415,-0.844709,-1.11591,0.835,0,0.551305
769,0.0174376,-0.827481,-1.15881,0.84,0,0.906105
770,0.0174603,-0.809436,-1.19484,0.845,0,0.503458
771,0.017483,-0.790593,-1.22131,0.85,0,0.835392
772,0.0175057,-0.770969,-1.23641,0.855,0,0.509264
773,0.0175283,-0.750585,-1.23943,0.86,0,0.87651
774,0.017551,-0.729459,-1.23093,0.865,0,0.774506
775,0.0175737,-0.707614,-1.21278,0.87,0,0.748031
776,0.0175964,-0.685071,-1.188,0.875,0,0.889205
777,0.017619,-0.661852,-1.16061,0.88,0,0.52951
778,0.0176417,-0.637979,-1.1352,0.885,0,0.957459
779,0.0176644,-0.613477,-1.11658,0.89,0,0.233868
780,0.0176871,-0.58837,-1.10926,0.895,0,0.00213306
781,0.0177098,-0.562682,-1.11695,0.9,0,0.373303
782,0.0177324,-0.536438,-1.14212,0.905,0,0.204348
783,0.0177551,-0.509666,-1.18564,0.91,0,0.394348
784,0.0177778,-0.48239,-1.2465,0.915,0,0.726782
785,0.0178005,-0.454638,-1.32172,0.92,0,0.925344
786,0.0178231,-0.426438,-1.40639,0.925,0,0.22032
787,0.0178458,-0.397817,-1.49393,0.93,0,0.213281
788,0.0178685,-0.368803,-1.57643,0.935,0,0.0358448
789,0.0178912,-0.339426,-1.64524,0.94,0,0.144467
790,0.0179138,-0.309713,-1.6915,0.945,0,0.973941
791,0.0179365,-0.279695,-1.70689,0.95,0,0.421509
792,0.0179592,-0.249401,-1.68423,0.955,0,0.928319
793,0.0179819,-0.21886,-1.61814,0.96,0,0.752677
794,0.0180045,-0.188104,-1.50547,0.965,0,0.149643
795,0.0180272,-0.157162,-1.34569,0.97,0,0.389735
796,0.0180499,-0.126065,-1.14104,0.975,0,0.571091
797,0.0180726,-0.0948435,-0.896477,0.98,0,0.46245
798,0.0180952,-0.0635284,-0.619445,0.985,0,0.426022
799,0.0181179,-0.0321507,-0.319436,0.99,0,0.434255
800,0.0181406,-0.000741229,-0.00741226,0.995,0,0.925868
801,0.0181633,0.030669,0.304892,0,1,0.861227
802,0.0181859,0.0620489,0.605723,0.005,1,0.956756
803,0.0182086,0.0933676,0.884066,0.01,1,0.947265
804,0.0182313,0.124594,1.13035,0.015,1,0.0745418
805,0.018254,0.155698,1.33701,0.02,1,0.890668
806,0.0182766,0.186648,1.49898,0.025,1,0.00149438
807,0.0182993,0.217413,1.61388,0.03,1,0.44984
808,0.018322,0.247965,1.68212,0.035,1,0.0260389
809,0.0183447,0.278271,1.70672,0.04,1,0.243835
810,0.0183673,0.308303,1.69298,0.045,1,0.0975374
811,0.01839,0.338031,1.64799,0.05,1,0.914127
812,0.0184127,0.367425,1.58006,0.055,1,0.50728
813,0.0184354,0.396456,1.498,0.06,1,0.93376
814,0.018458,0.425097,1.41052,0.065,1,0.141568
815,0.0184807,0.453318,1.32555,0.07,1,0.456105
816,0.0185034,0.481091,1.24976,0.075,1,0.560693
817,0.0185261,0.50839,1.18814,0.08,1,0.659889
818,0.0185488,0.535187,1.14376,0.085,1,0.0845613
819,0.0185714,0.561456,1.11773,0.09,1,0.344841
820,0.0185941,0.58717,1.10926,0.095,1,0.299051
821,0.0186168,0.612306,1.11595,0.1,1,0.502442
822,0.0186395,0.636837,1.13413,0.105,1,0.93865
823,0.0186621,0.66074,1.15932,0.11,1,0.575149
824,0.0186848,0.68399,1.18674,0.115,1,0.224824
825,0.0187075,0.706566,1.21173,0.12,1,0.417316
826,0.0187302,0.728445,1.23028,0.125,1,0.325384
827,0.0187528,0.749604,1.23928,0.13,1,0.861056
828,0.0187755,0.770024,1.23682,0.135,1,0.92167
829,0.0187982,0.789684,1.22229,0.14,1,0.470897
830,0.0188209,0.808565,1.19632,0.145,1,0.868535
831,0.0188435,0.826648,1.16069,0.15,1,0.658155
832,0.0188662,0.843915,1.11804,0.155,1,0.545857
833,0.0188889,0.860349,1.07159,0.16,1,0.880966
834,0.0189116,0.875934,1.02476,0.165,1,0.878837
835,0.0189342,0.890655,0.980835,0.17,1,0.237603
836,0.0189569,0.904497,0.942625,0.175,1,0.848154
837,0.0189796,0.917446,0.912211,0.18,1,0.571504
838,0.0190023,0.92949,0.890766,0.185,1,0.164975
839,0.0190249,0.940617,0.878482,0.19,1,0.866084
840,0.0190476,0.950816,0.874591,0.195,1,0.359549
841,0.0190703,0.960076,0.877488,0.2,1,0.498603
842,0.019093,0.968389,0.884928,0.205,1,0.798521
843,0.0191156,0.975746,0.894289,0.21,1,0.359271
844,0.0191383,0.98214,0.902851,0.215,1,0.530429
845,0.019161,0.987566,0.908081,0.22,1,0.518423
846,0.0191837,0.992016,0.907891,0.225,1,0.511311
847,0.0192063,0.995488,0.900834,0.23,1,0.15417
848,0.019229,0.997977,0.886232,0.235,1,0.505883
849,0.0192517,0.999482,0.86422,0.24,1,0.150727
850,0.0192744,1,0.835707,0.245,1,0.780269
851,0.0192971,0.999531,0.802252,0.25,1,0.804574
852,0.0193197,0.998076,0.765886,0.255,1,0.270971
853,0.0193424,0.995636,0.728887,0.26,1,0.94354
854,0.0193651,0.992214,0.693529,0.265,1,0.404631
855,0.0193878,0.987812,0.661853,0.27,1,0.922694
856,0.0194104,0.982436,0.635454,0.275,1,0.776568
857,0.0194331,0.97609,0.615331,0.28,1,0.912357
858,0.0194558,0.968781,0.601792,0.285,1,0.676315
859,0.0194785,0.960515,0.594448,0.29,1,0.243592
860,0.0195011,0.951302,0.592261,0.295,1,0.866603
861,0.0195238,0.941151,0.593675,0.3,1,0.0388874
862,0.0195465,0.93007,0.596789,0.305,1,0.328796
863,0.0195692,0.918072,0.599562,0.31,1,0.976944
864,0.0195918,0.905168,0.600035,0.315,1,0.351332
865,0.0196145,0.89137,0.596528,0.32,1,0.00978396
866,0.0196372,0.876693,0.587821,0.325,1,0.303741
867,0.0196599,0.861151,0.573264,0.33,1,0.0397168
868,0.0196825,0.844759,0.552841,0.335,1,0.236253
869,0.0197052,0.827533,0.527157,0.34,1,0.841073
870,0.0197279,0.809491,0.497364,0.345,1,0.427341
871,0.0197506,0.790649,0.465033,0.35,1,0.826127
872,0.0197732,0.771028,0.431978,0.355,1,0.512685
873,0.0197959,0.750646,0.400063,0.36,1,0.0487324
874,0.0198186,0.729523,0.371001,0.365,1,0.67012
875,0.0198413,0.70768,0.346182,0.37,1,0.288884
876,0.0198639,0.685139,0.326521,0.375,1,0.249696
877,0.0198866,0.661921,0.312378,0.38,1,0.169539
878,0.0199093,0.638051,0.303517,0.385,1,0.927286
879,0.019932,0.61355,0.299146,0.39,1,0.698628
880,0.0199546,0.588445,0.298002,0.395,1,0.390408
881,0.0199773,0.562758,0.298492,0.4,1,0.583849
882,0.02,0.536517,0.298867,0.405,1,0.453306
883,0.0200227,0.509745,0.297405,0.41,1,0.0303745
884,0.0200454,0.482471,0.292596,0.415,1,0.382267
885,0.020068,0.454721,0.2833,0.42,1,0.0102167
886,0.0200907,0.426522,0.268866,0.425,1,0.392594
887,0.0201134,0.397902,0.249194,0.43,1,0.781972
888,0.0201361,0.368889,0.224744,0.435,1,0.894652
889,0.0201587,0.339513,0.196484,0.44,1,0.0140795
890,0.0201814,0.309801,0.165783,0.445,1,0.775679
891,0.0202041,0.279784,0.134263,0.45,1,0.523147
892,0.0202268,0.24949,0.103623,0.455,1,0.389213
893,0.0202494,0.218951,0.0754654,0.46,1,0.765211
894,0.0202721,0.188195,0.0511161,0.465,1,0.172972
895,0.0202948,0.157253,0.0314918,0.47,1,0.557822
896,0.0203175,0.126157,0.0170004,0.475,1,0.163627
897,0.0203401,0.0949357,0.00749959,0.48,1,0.684111
898,0.0203628,0.0636209,0.00231362,0.485,1,0.855366
899,0.0203855,0.0322433,0.000305699,0.49,1,0.0247236
900,0.0204082,0.000833882,5.31526e-09,0.495,1,0.971176
901,0.0204308,-0.0305764,-0.00026083,0.5,0,0.560811
902,0.0204535,-0.0619564,-0.00213896,0.505,0,0.0896849
903,0.0204762,-0.0932753,-0.00712405,0.51,0,0.115921
904,0.0204989,-0.124502,-0.0163743,0.515,0,0.136061
905,0.0205215,-0.155606,-0.0305923,0.52,0,0.208157
906,0.0205442,-0.186557,-0.0499496,0.525,0,0.197545
907,0.0205669,-0.217323,-0.0740669,0.53,0,0.934897
908,0.0205896,-0.247875,-0.102053,0.535,0,0.142515
909,0.0206122,-0.278182,-0.132599,0.54,0,0.518961
910,0.0206349,-0.308215,-0.164116,0.545,0,0.825869
911,0.0206576,-0.337944,-0.194902,0.55,0,0.940154
912,0.0206803,-0.367339,-0.223329,0.555,0,0.186892
913,0.0207029,-0.396371,-0.248009,0.56,0,0.986776
914,0.0207256,-0.425013,-0.267952,0.565,0,0.0238038
915,0.0207483,-0.453235,-0.282666,0.57,0,0.333563
916,0.020771,-0.48101,-0.292223,0.575,0,0.760406
917,0.0207937,-0.50831,-0.297245,0.58,0,0.421399
918,0.0208163,-0.535108,-0.29885,0.585,0,0.849661
919,0.020839,-0.561379,-0.298531,0.59,0,0.0450812
920,0.0208617,-0.587095,-0.298002,0.595,0,0.960221
921,0.0208844,-0.612233,-0.299017,0.6,0,0.175501
922,0.020907,-0.636766,-0.303182,0.605,0,0.732799
923,0.0209297,-0.66067,-0.311779,0.61,0,0.444525
924,0.0209524,-0.683923,-0.325631,0.615,0,0.549946
925,0.0209751,-0.7065,-0.345002,0.62,0,0.898401
926,0.0209977,-0.728381,-0.369567,0.625,0,0.353301
927,0.0210204,-0.749543,-0.398434,0.63,0,0.309808
